symbol,contractType,status,baseAsset,t0Iso,origin,spotFirstIso,mexcFirstIso
HYUNDAIUSDT,TRADIFI_PERPETUAL,TRADING,HYUNDAI,2026-06-02T03:00:00.000Z,D,,
SAMSUNGUSDT,TRADIFI_PERPETUAL,TRADING,SAMSUNG,2026-06-02T03:00:00.000Z,D,,
SKHYNIXUSDT,TRADIFI_PERPETUAL,TRADING,SKHYNIX,2026-06-02T03:00:00.000Z,D,,
ANTHROPICUSDT,TRADIFI_PERPETUAL,TRADING,ANTHROPIC,2026-06-02T04:00:00.000Z,D,,2026-04-14
CRMUSDT,TRADIFI_PERPETUAL,TRADING,CRM,2026-06-03T09:00:00.000Z,D,,
DELLUSDT,TRADIFI_PERPETUAL,TRADING,DELL,2026-06-03T09:00:00.000Z,D,,
IBMUSDT,TRADIFI_PERPETUAL,TRADING,IBM,2026-06-03T09:00:00.000Z,D,,
IRENUSDT,TRADIFI_PERPETUAL,TRADING,IREN,2026-06-03T09:00:00.000Z,D,,
NOWUSDT,TRADIFI_PERPETUAL,TRADING,NOW,2026-06-03T09:00:00.000Z,D,,
ONDSUSDT,TRADIFI_PERPETUAL,TRADING,ONDS,2026-06-03T09:00:00.000Z,D,,
BTWUSDT,PERPETUAL,TRADING,BTW,2026-06-04T14:00:00.000Z,B,,2026-03-02
ZESTUSDT,PERPETUAL,TRADING,ZEST,2026-06-04T14:00:00.000Z,B,,2026-05-19
AAOIUSDT,TRADIFI_PERPETUAL,TRADING,AAOI,2026-06-08T09:00:00.000Z,D,,
AMATUSDT,TRADIFI_PERPETUAL,TRADING,AMAT,2026-06-08T09:00:00.000Z,D,,
AXTIUSDT,TRADIFI_PERPETUAL,TRADING,AXTI,2026-06-08T09:00:00.000Z,D,,
BXUSDT,TRADIFI_PERPETUAL,TRADING,BX,2026-06-08T09:00:00.000Z,D,,
CRDOUSDT,TRADIFI_PERPETUAL,TRADING,CRDO,2026-06-08T09:00:00.000Z,D,,
CRWDUSDT,TRADIFI_PERPETUAL,TRADING,CRWD,2026-06-08T09:00:00.000Z,D,,
HPEUSDT,TRADIFI_PERPETUAL,TRADING,HPE,2026-06-08T09:00:00.000Z,D,,
IWMUSDT,TRADIFI_PERPETUAL,TRADING,IWM,2026-06-08T09:00:00.000Z,D,,2026-06-08
COSTUSDT,TRADIFI_PERPETUAL,TRADING,COST,2026-06-09T09:00:00.000Z,D,,
EBAYUSDT,TRADIFI_PERPETUAL,TRADING,EBAY,2026-06-09T09:00:00.000Z,D,,
HIMSUSDT,TRADIFI_PERPETUAL,TRADING,HIMS,2026-06-09T09:00:00.000Z,D,,
NFLXUSDT,TRADIFI_PERPETUAL,TRADING,NFLX,2026-06-09T09:00:00.000Z,D,,
URNMUSDT,TRADIFI_PERPETUAL,TRADING,URNM,2026-06-09T09:00:00.000Z,D,,2026-06-09
DKNGUSDT,TRADIFI_PERPETUAL,TRADING,DKNG,2026-06-10T09:00:00.000Z,D,,
EWZUSDT,TRADIFI_PERPETUAL,TRADING,EWZ,2026-06-10T09:00:00.000Z,D,,2026-06-10
GMEUSDT,TRADIFI_PERPETUAL,TRADING,GME,2026-06-10T09:00:00.000Z,D,,
RIVNUSDT,TRADIFI_PERPETUAL,TRADING,RIVN,2026-06-10T09:00:00.000Z,D,,
XLEUSDT,TRADIFI_PERPETUAL,TRADING,XLE,2026-06-10T09:00:00.000Z,D,,2026-05-11
ZMUSDT,TRADIFI_PERPETUAL,TRADING,ZM,2026-06-10T09:00:00.000Z,D,,
ADBEUSDT,TRADIFI_PERPETUAL,TRADING,ADBE,2026-06-11T09:00:00.000Z,D,,
ASMLUSDT,TRADIFI_PERPETUAL,TRADING,ASML,2026-06-11T09:00:00.000Z,D,,
BMNRUSDT,TRADIFI_PERPETUAL,TRADING,BMNR,2026-06-11T09:00:00.000Z,D,,
GLWUSDT,TRADIFI_PERPETUAL,TRADING,GLW,2026-06-11T09:00:00.000Z,D,,
STXXUSDT,TRADIFI_PERPETUAL,TRADING,STXX,2026-06-11T09:00:00.000Z,D,,
UVXYUSDT,TRADIFI_PERPETUAL,TRADING,UVXY,2026-06-11T09:00:00.000Z,D,,2026-06-11
REUSDT,PERPETUAL,TRADING,RE,2026-06-18T14:00:00.000Z,A,2026-06-18,2026-06-17
ALABUSDT,TRADIFI_PERPETUAL,TRADING,ALAB,2026-06-22T13:00:00.000Z,D,,
CIENUSDT,TRADIFI_PERPETUAL,TRADING,CIEN,2026-06-22T13:00:00.000Z,D,,
KLACUSDT,TRADIFI_PERPETUAL,TRADING,KLAC,2026-06-22T13:00:00.000Z,D,,
KORUUSDT,TRADIFI_PERPETUAL,TRADING,KORU,2026-06-22T13:00:00.000Z,D,,2026-06-22
LRCXUSDT,TRADIFI_PERPETUAL,TRADING,LRCX,2026-06-22T13:00:00.000Z,D,,
SMCIUSDT,TRADIFI_PERPETUAL,TRADING,SMCI,2026-06-22T13:00:00.000Z,D,,
SONYUSDT,TRADIFI_PERPETUAL,TRADING,SONY,2026-06-22T14:00:00.000Z,D,,
ARXUSDT,PERPETUAL,TRADING,ARX,2026-06-23T04:00:00.000Z,A,,2026-06-22
OUSDT,PERPETUAL,TRADING,O,2026-06-24T11:00:00.000Z,A,,2026-06-17
CAPUSDT,PERPETUAL,TRADING,CAP,2026-06-27T11:00:00.000Z,A,,2026-06-26
MVLLUSDT,TRADIFI_PERPETUAL,TRADING,MVLL,2026-06-29T13:00:00.000Z,D,,2026-06-30
SQQQUSDT,TRADIFI_PERPETUAL,TRADING,SQQQ,2026-06-29T13:00:00.000Z,D,,2026-06-16
TQQQUSDT,TRADIFI_PERPETUAL,TRADING,TQQQ,2026-06-29T13:00:00.000Z,D,,2026-06-16
BTCU,PERPETUAL,TRADING,BTC,2026-07-01T09:00:00.000Z,C,2017-08-17,2025-03-24
ETHU,PERPETUAL,TRADING,ETH,2026-07-01T10:00:00.000Z,C,2017-08-17,2025-03-24
GRAMUSDT,PERPETUAL,TRADING,GRAM,2026-07-02T08:00:00.000Z,B,2026-07-02,2026-06-15
BSPUSDT,TRADIFI_PERPETUAL,TRADING,BSP,2026-07-02T09:00:00.000Z,D,,
CATUSDT,TRADIFI_PERPETUAL,TRADING,CAT,2026-07-02T09:00:00.000Z,D,,2024-08-22
FLEXUSDT,TRADIFI_PERPETUAL,TRADING,FLEX,2026-07-02T09:00:00.000Z,D,,
KSTRUSDT,TRADIFI_PERPETUAL,TRADING,KSTR,2026-07-02T09:00:00.000Z,D,,2026-07-02
STRCUSDT,TRADIFI_PERPETUAL,TRADING,STRC,2026-07-02T09:00:00.000Z,D,,
TERUSDT,TRADIFI_PERPETUAL,TRADING,TER,2026-07-02T09:00:00.000Z,D,,
TTWOUSDT,TRADIFI_PERPETUAL,TRADING,TTWO,2026-07-02T09:00:00.000Z,D,,
TXNUSDT,TRADIFI_PERPETUAL,TRADING,TXN,2026-07-02T09:00:00.000Z,D,,
DATAIPUSDC,PERPETUAL,TRADING,DATAIP,2026-07-03T06:00:00.000Z,U,,
DATAIPUSDT,PERPETUAL,TRADING,DATAIP,2026-07-03T06:00:00.000Z,U,,
ETHUSD1,PERPETUAL,TRADING,ETH,2026-07-03T09:00:00.000Z,C,2017-08-17,2025-03-24
BNCUSDT,TRADIFI_PERPETUAL,TRADING,BNC,2026-07-09T14:00:00.000Z,D,,
BOTUSDT,TRADIFI_PERPETUAL,TRADING,BOT,2026-07-09T14:00:00.000Z,D,,
FWDIUSDT,TRADIFI_PERPETUAL,TRADING,FWDI,2026-07-09T14:00:00.000Z,D,,
INTWUSDT,TRADIFI_PERPETUAL,TRADING,INTW,2026-07-09T14:00:00.000Z,D,,
SNXXUSDT,TRADIFI_PERPETUAL,TRADING,SNXX,2026-07-09T14:00:00.000Z,D,,
WENUSDT,TRADIFI_PERPETUAL,TRADING,WEN,2026-07-09T14:00:00.000Z,D,,
XBIUSDT,TRADIFI_PERPETUAL,TRADING,XBI,2026-07-09T14:00:00.000Z,D,,2026-06-23
APPUSDT,TRADIFI_PERPETUAL,TRADING,APP,2026-07-10T08:00:00.000Z,D,,
GEVUSDT,TRADIFI_PERPETUAL,TRADING,GEV,2026-07-10T08:00:00.000Z,D,,
SNOWUSDT,TRADIFI_PERPETUAL,TRADING,SNOW,2026-07-10T08:00:00.000Z,D,,
VRTUSDT,TRADIFI_PERPETUAL,TRADING,VRT,2026-07-10T08:00:00.000Z,D,,
SKHYUSDT,TRADIFI_PERPETUAL,TRADING,SKHY,2026-07-10T15:00:00.000Z,D,,
